"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"965","APPL1",-0.146934026555753,6.62427398544335,-1.31833573401259,0.218010699239052,0.3686978872105,-6.13349349203614,"NONE",FALSE,"High","Master Protein","Q9UKG1","DCC-interacting protein 13-alpha [OS=Homo sapiens]",0,30.401,3,1,1,3,1,709,79.6,5.41,15.28,1,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","Pf00169, Pf00640, Pf16746","26060","hsa:26060; Q9P2B9; Q9UKG1","ENSG00000157500","Caspase activation via Dependence Receptors in the absence of ligand","Follicle stimulating hormone (FSH) signaling pathway; Chromosomal and microsatellite instability in colorectal cancer",3,0,64,77.6,65.7,118.5,133.3,123.7,99.8,127.3,113.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S401(100)]",0,"ENSG00000157500"
"966","DNPH1",0.117777513444893,6.66127829611651,1.3173735735127,0.218320533098705,0.368839658402781,-6.13466777917054,"NONE",FALSE,"High","Master Protein","O43598","5-hydroxymethyl-dUMP N-hydrolase [OS=Homo sapiens]",0,16.154,10,1,1,6,1,174,19.1,5.05,14.94,1,"other metabolic processes;other biological processes","cytosol;nucleus;other cell component","other molecular function","Pf05014","10591","B2LUJ9; hsa:10591; O43598","ENSG00000112667","Purine catabolism",NA,1,0,83.6,80.3,91.7,105.3,104.2,105.1,105.4,110.2,131,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S169(100)]",0,"ENSG00000112667"
"967","EPB41L5",-0.112139030037073,6.63250003887354,-1.31600827757516,0.218760814860138,0.368958835485989,-6.13633306423472,"NONE",FALSE,"High","Master Protein","Q9HCM4","Band 4.1-like protein 5 [OS=Homo sapiens]",0,91.572,8,3,6,12,3,733,81.8,6.58,45.11,3,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf00373, Pf08736, Pf09379, Pf09380","57669","hsa:57669; Q7Z5S1; Q8IZ12; Q9H975; Q9HCM4","ENSG00000115109","Neurexins and neuroligins","Endoderm differentiation; Mesodermal commitment pathway; Mesodermal commitment pathway",4,0,100.5,109.7,102.5,100.3,87.7,109.4,101.3,90.1,96.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S436(98.4); S517(100); S550(100)]",0,"ENSG00000115109"
"968","SEPTIN2",-0.114152873929195,6.64545859643875,-1.31500565587275,0.219084612697997,0.368958835485989,-6.1375552265374,"NONE",FALSE,"High","Master Protein","Q15019","Septin-2 [OS=Homo sapiens]",0,112.891,23,7,7,19,7,361,41.5,6.6,80.09,7,"cell cycle OR cell proliferation;cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component","other molecular function","Pf00735","4735","B4DGE8; hsa:4735; Q14132; Q15019; Q53QU3; Q8IUK9; Q96CB0","ENSG00000168385","Anchoring of the basal body to the plasma membrane","2q37 copy number variation syndrome",2,0,102.9,100,100.9,108.8,83.7,111.4,100.4,98.3,94.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S218(100)]",0,"ENSG00000168385"
"969","SRF",-0.10363808284515,6.61668507889965,-1.3145557098391,0.219230053192946,0.368958835485989,-6.13810348629498,"NONE",FALSE,"High","Master Protein","P11831","Serum response factor [OS=Homo sapiens]",0,29.94,5,2,2,3,2,508,51.6,8.1,11.12,2,"cell adhesion;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00319","6722","hsa:6722; P11831; Q5T648","ENSG00000112658","RHO GTPases Activate Formins; NGF-stimulated transcription; Estrogen-dependent nuclear events downstream of ESR-membrane signaling; Cardiogenesis; Regulation of NPAS4 gene transcription","Heart development; SRF and miRs in smooth muscle differentiation and proliferation; Genes targeted by miRNAs in adipocytes; Cell differentiation - expanded index; Cell differentiation - index; Mesodermal commitment pathway; Mesodermal commitment pathway; MAPK signaling pathway; VEGFA-VEGFR2 signaling; PDGFR-beta pathway; Envelope proteins and their potential roles in EDMD physiopathology; 22q11.2 copy number variation syndrome; Insulin signaling; Orexin receptor pathway; Serotonin HTR1 group and FOS pathway; Serotonin receptor 2 and ELK-SRF/GATA4 signaling; Serotonin receptor 4/6/7 and NR3C signaling",22,0,109.5,104.5,114.2,100.8,87.9,95.5,87.1,93.4,99.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S224(100)]",0,"ENSG00000112658"
"970","UBQLN4",0.190577305477261,6.6797503598446,1.31435367132154,0.219295386287628,0.368958835485989,-6.13834962823747,"NONE",FALSE,"High","Master Protein","Q9NRR5","Ubiquilin-4 [OS=Homo sapiens]",0,24.981,11,2,2,2,2,601,63.8,5.22,8.46,2,"protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes","other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","other molecular function","Pf00240, Pf00627","56893","A6ND44; B2RAY7; hsa:56893; Q5VYA0; Q5VYA1; Q9BR98; Q9NRR5; Q9UHX4","ENSG00000160803",NA,NA,0,0,80.4,78.9,80.6,99.1,97.4,125.7,104.8,156.3,116,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S270(100)]",0,"ENSG00000160803"
"971","KIAA1671",0.0961464983532307,6.65618432633242,1.31080427312562,0.220445803557915,0.370512411335239,-6.14266955937994,"NONE",FALSE,"High","Master Protein","Q9BY89","Uncharacterized protein KIAA1671 [OS=Homo sapiens]",0,72.202,5,5,5,6,5,1806,196.6,8.47,28.02,5,NA,NA,NA,"Pf15327","85379","B0QYF2; B7ZW08; hsa:85379; Q5THZ5; Q9BY89","ENSG00000197077",NA,NA,0,0,94.1,87.1,95.7,103.2,102.2,97.9,109.6,106.7,110.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S448(99.3); S749(100); S774(100); S1224(100); S1701(100)]",0,"ENSG00000197077"
"972","ARL6IP4",0.136492794370486,6.58341963955094,1.30856352436278,0.221174652280195,0.371354971729711,-6.1453925784226,"NONE",FALSE,"High","Master Protein","Q66PJ3","ADP-ribosylation factor-like protein 6-interacting protein 4 [OS=Homo sapiens]",0,15.2,7,1,1,2,1,237,26.4,10.86,9.78,1,"RNA metabolism OR transcription;other metabolic processes","nucleus",NA,"Pf10500","51329","A4UCR8; B3V0L0; B3V0L1; hsa:51329; Q4F966; Q504R8; Q66PJ3; Q96BI2; Q9NR05; Q9P2R9","ENSG00000182196",NA,NA,0,0,113.5,119.1,121.4,73.9,89.4,78.2,96.5,87.6,99,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S148(100)]",0,"ENSG00000182196"
"973","ARHGEF3",0.475393158619569,6.48271823255048,1.30777584011829,0.221431338628414,0.371403848552489,-6.14634902573076,"NONE",FALSE,"High","Master Protein","Q9NR81","Rho guanine nucleotide exchange factor 3 [OS=Homo sapiens]",0,7.575,2,1,1,1,1,526,59.7,6.43,2.95,1,"signal transduction;other biological processes","cytosol","enzyme regulator activity","Pf00621","50650","A8K5U7; hsa:50650; Q4FZB6; Q4QQI5; Q4QQQ0; Q59F00; Q6NUN3; Q7Z4U2; Q7Z5T2; Q9H7T4; Q9NR81","ENSG00000163947","RHOA GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOB GTPase cycle",NA,4,0,40.8,119.9,81.1,80.9,72.1,85,84,191.2,103.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S47(99.6)]",0,"ENSG00000163947"
"974","PHRF1",-0.085936980950553,6.59195654181552,-1.30686080573009,0.221729836451072,0.371522682842042,-6.14745960602784,"NONE",FALSE,"High","Master Protein","Q9P1Y6","PHD and RING finger domain-containing protein 1 [OS=Homo sapiens]",0,113.516,8,9,9,16,9,1649,178.6,8.95,57.02,9,"protein metabolism;other metabolic processes",NA,"other molecular function","Pf00628, Pf13639","57661","A6H8W1; B7ZM64; B9EGP0; C9JS82; hsa:57661; Q6PJP2; Q8IVY2; Q8N2Y7; Q9BSM2; Q9P1Y6","ENSG00000070047; ENSG00000274780",NA,NA,0,0,119,116.8,115.8,87.7,83.2,94.4,88.6,87.1,91.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S867(100); S915(100); S973(100); S991(100); S1034(100); S1124(99.6); S1202(100); S1229(100)]",0,"ENSG00000070047"
"975","BRD4",-0.127897296055461,6.63763201964952,-1.30377635888127,0.222738496284578,0.372829975319417,-6.15119922808556,"NONE",FALSE,"High","Master Protein","O60885","Bromodomain-containing protein 4 [OS=Homo sapiens]",0,13.09,2,2,2,3,2,1362,152.1,9.19,8.65,2,"cell organization and biogenesis;stress response;other biological processes","nucleus;other cell component","nucleic acid binding activity;kinase activity;other molecular function","Pf00439, Pf17035, Pf17105","23476","hsa:23476; O60433; O60885; Q4G0X8; Q86YS8; Q96PD3","ENSG00000141867","Potential therapeutics for SARS","VEGFA-VEGFR2 signaling; 7q11.23 copy number variation syndrome",3,0,109.9,101.2,103,109,81.5,106.7,101.8,96,89.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S601(100); S1117(100)]",0,"ENSG00000141867"
"976","ARFGAP2",0.0991389033896173,6.63706185071407,1.29929016338665,0.224212355083985,0.374244163849623,-6.15662736145044,"NONE",FALSE,"High","Master Protein","Q8N6H7","ADP-ribosylation factor GTPase-activating protein 2 [OS=Homo sapiens]",0,16.171,4,2,3,6,2,521,56.7,7.99,16.6,2,"cell organization and biogenesis;transport","plasma membrane;other membranes;cytosol;ER/Golgi","enzyme regulator activity;other molecular function","Pf01412","84364","B4DX29; B7Z9M7; D3DQQ9; hsa:84364; Q3LIF2; Q8N3I1; Q8N6H7; Q96SX7","ENSG00000149182","COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; CDC42 GTPase cycle","IL-18 signaling pathway; 5q35 copy number variation",5,0,61.3,63.1,63.5,113.2,137.2,121.1,119.9,133.8,133,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S368(100); S432(100)]",0,"ENSG00000149182"
"977","MLF1",-0.135108828403207,6.66677316212632,-1.2983071442525,0.224536387874005,0.374244163849623,-6.15781503574685,"NONE",FALSE,"High","Master Protein","P58340","Myeloid leukemia factor 1 [OS=Homo sapiens]",0.006,1.842,3,1,1,2,1,268,30.6,9.45,2.02,1,"cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;other biological processes","cytoskeleton;other cell component","nucleic acid binding activity;other molecular function","Pf10248","4291","E9PEU9; hsa:4291; P58340; Q2TLE3; Q2TLE5; Q8N8F8; Q96MH1","ENSG00000178053",NA,NA,0,0,102.1,93.3,98.1,96.5,101.2,125.7,95.2,100.6,106.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S34(100)]",0,"ENSG00000178053"
"978","ACOX1",0.180922285755369,6.54579348928442,1.29658656281238,0.225104479048758,0.374244163849623,-6.15989231467778,"NONE",FALSE,"High","Master Protein","Q15067","Peroxisomal acyl-coenzyme A oxidase 1 [OS=Homo sapiens]",0,3.501,4,2,2,2,2,660,74.4,8.16,1.87,2,"cell organization and biogenesis;other metabolic processes;other biological processes","other membranes;cytosol;other cytoplasmic organelle","other molecular function","Pf01756, Pf02770, Pf14749","51","A8K6X8; A8KAA0; B4DK61; F5GYQ8; hsa:51; Q12863; Q15067; Q15068; Q15101; Q16131; Q7Z3W5; Q9UD31","ENSG00000161533","TYSND1 cleaves peroxisomal proteins","Estrogen receptor pathway; Nuclear receptors meta-pathway; PPAR signaling pathway; Eicosanoid metabolism via cyclooxygenases (COX); Eicosanoid metabolism via lipooxygenases (LOX); Omega-3 / omega-6 fatty acid synthesis",8,0,120.6,116.7,134.8,73.4,58.2,88.5,104.8,78.3,89,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S26(100)]",0,"ENSG00000161533"
"979","CFL1",0.109542862639666,6.68089166610609,1.29647811828144,0.225140324525874,0.374244163849623,-6.16002317660152,"NONE",FALSE,"High","Master Protein","P23528","Cofilin-1 [OS=Homo sapiens]",0,66.252,38,7,9,16,7,166,18.5,8.09,37.98,7,"cell cycle OR cell proliferation;cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity","Pf00241","1072","B3KUQ1; hsa:1072; P23528; Q53Y87; Q9UCA2","ENSG00000172757","Platelet degranulation ; Regulation of actin dynamics for phagocytic cup formation; Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation; EPHB-mediated forward signaling; Sema3A PAK dependent Axon repulsion; RHO GTPases Activate ROCKs","Brain-derived neurotrophic factor (BDNF) signaling pathway; VEGFA-VEGFR2 signaling; EGF/EGFR signaling pathway; Envelope proteins and their potential roles in EDMD physiopathology; 7q11.23 copy number variation syndrome; Neuroinflammation and glutamatergic signaling; CCL18 signaling pathway; Regulation of actin cytoskeleton; G13 signaling pathway",15,0,86.9,83.7,80.9,114.9,107.4,102.7,120,114.3,114.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S3(100); T25(100); S156(100)]; Met-loss+Acetyl [N-Term]",0,"ENSG00000172757"
"980","ZCCHC8",-0.160901640542476,6.65392608272012,-1.29642563854307,0.225157672986302,0.374244163849623,-6.1600865020785,"NONE",FALSE,"High","Master Protein","Q6NZY4","Zinc finger CCHC domain-containing protein 8 [OS=Homo sapiens]",0,10.754,2,1,1,1,1,707,78.5,4.87,3.28,1,"RNA metabolism OR transcription;other metabolic processes","nucleus","nucleic acid binding activity;other molecular function","Pf00098, Pf04046","55596","hsa:55596; Q6NZY4; Q7L2P6; Q8N2K5; Q96SK7; Q9NSS2; Q9NSS3","ENSG00000033030",NA,NA,0,0,94,92.2,88.2,110.2,90.9,125.7,104.2,111.5,89,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T479(100)]",0,"ENSG00000033030"
"981","DCTN1",0.11776733179946,6.67850282974585,1.29603398752651,0.225287177829738,0.374244163849623,-6.16055903717008,"NONE",FALSE,"High","Master Protein","Q14203","Dynactin subunit 1 [OS=Homo sapiens]",0,15.2,2,1,2,2,1,1278,141.6,5.81,10.34,1,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf01302, Pf12455","1639","A8MY36; B4DM45; E9PFS5; E9PGE1; G5E9H4; hsa:1639; O95296; Q14203; Q6IQ37; Q9BRM9; Q9UIU1; Q9UIU2","ENSG00000204843","Signaling by ALK fusions and activated point mutants; MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-mediated anterograde transport; COPI-independent Golgi-to-ER retrograde traffic; XBP1(S) activates chaperone genes","Vasopressin-regulated water reabsorption; HDAC6 interactions in the central nervous system",8,0,85.3,89.9,108.1,103.7,90.2,107.6,110.8,110.2,111,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T108(100)]",0,"ENSG00000204843"
"982","AIDA",-0.293121851062177,6.61583749363889,-1.29583956591327,0.225351488981575,0.374244163849623,-6.16079357381544,"NONE",FALSE,"High","Master Protein","Q96BJ3","Axin interactor, dorsalization-associated protein [OS=Homo sapiens]",0,8.352,4,1,1,3,1,306,35,6.55,2.71,1,"developmental processes;other biological processes","other membranes;other cell component","other molecular function","Pf08910, Pf14186","64853","A8K1F0; hsa:64853; Q49A81; Q5JRA4; Q658P1; Q96BJ3; Q9H9E8","ENSG00000186063",NA,NA,0,0,81.2,117.2,70.6,92.7,128.8,128.6,76.3,114.2,103.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S162(100)]",0,"ENSG00000186063"
"983","COL4A1",-0.171222290927763,6.4829738415467,-1.29563884391753,0.225417900161875,0.374244163849623,-6.16103568499179,"NONE",FALSE,"High","Master Protein","P02462","Collagen alpha-1(IV) chain [OS=Homo sapiens]",0,13.768,2,2,2,2,2,1669,160.5,8.28,2.88,2,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","non-structural extracellular;extracellular matrix;ER/Golgi","extracellular structural activity;other molecular function","Pf01391, Pf01413","1282","A7E2W4; B1AM70; F5H5K0; P02462; Q1P9S9; Q5VWF6; Q86X41; Q8NF88; Q9NYC5","ENSG00000187498","Collagen degradation; Signaling by PDGF; Integrin cell surface interactions; ECM proteoglycans; NCAM1 interactions; Collagen chain trimerization; Non-integrin membrane-ECM interactions; Laminin interactions; Anchoring fibril formation; Crosslinking of collagen fibrils; Scavenging by Class A Receptors","Spinal cord injury; miRNA targets in ECM and membrane receptors; Focal adhesion; Overview of nanoparticle effects; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; PI3K-Akt signaling pathway; Epithelial to mesenchymal transition in colorectal cancer; Small cell lung cancer; Pleural mesothelioma; Macrophage-stimulating protein (MSP) signaling network map",24,0,118.1,125.5,142.3,78.8,61,89.1,66.6,83,82,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S656(100)]",0,"ENSG00000187498"
"984","ARHGAP35",0.0862874118127692,6.60893797338871,1.29410145999728,0.22592709978242,0.374376926566443,-6.16288920980853,"NONE",FALSE,"High","Master Protein","Q9NRY4","Rho GTPase-activating protein 35 [OS=Homo sapiens]",0,60.376,6,5,5,11,5,1499,170.4,6.64,31.61,5,"cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus","enzyme regulator activity;nucleic acid binding activity;other molecular function","Pf00071, Pf00620, Pf16512, Pf19518","2909","A7E2A4; hsa:2909; Q14452; Q9C0E1; Q9NRY4","ENSG00000160007","RHOC GTPase cycle; RHOA GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RND2 GTPase cycle; RHOQ GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOB GTPase cycle; RHOD GTPase cycle; RHOJ GTPase cycle; RND3 GTPase cycle; RND1 GTPase cycle; Sema4D mediated inhibition of cell attachment and migration; PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases","Focal adhesion; Regulation of actin cytoskeleton",18,0,110.8,116.6,111.4,87.6,81,89.7,95.2,99.7,94.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S970(98.6); S975(100); S1179(100)]",0,"ENSG00000160007"
"985","PDE3A",0.211495607302212,6.65141783112012,1.29401229301292,0.225956662173987,0.374376926566443,-6.16299666545715,"NONE",FALSE,"High","Master Protein","Q14432","cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A [OS=Homo sapiens]",0,28.926,5,3,3,4,3,1141,124.9,6,15.25,3,"other metabolic processes;signal transduction;other biological processes","other membranes;cytosol","other molecular function","Pf00233","5139","hsa:5139; O60865; Q13348; Q14432; Q17RD1","ENSG00000172572","G alpha (s) signalling events","NO/cGMP/PKG mediated neuroprotection; Phosphodiesterases in neuronal function",3,0,75.8,67.8,79.2,96.7,82,140.2,110.9,131.2,132.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S312(99.7); S408(100); S520(100)]",0,"ENSG00000172572"
"986","TRAPPC14",-0.221856982331357,6.61209850195979,-1.2927527839431,0.226374582049658,0.374688963392538,-6.16451395336983,"NONE",FALSE,"High","Master Protein","Q8WVR3","Trafficking protein particle complex subunit 14 [OS=Homo sapiens]",0,3.65,2,1,1,1,1,580,62.6,8.87,2.17,1,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component","cytoskeletal activity","Pf15806","55262","A4D2A9; D6W5U4; hsa:55262; Q8WVR3; Q9BQJ1; Q9BUB6; Q9NV47","ENSG00000146826",NA,NA,0,0,88.3,104.2,107.7,102.7,75.7,126.6,77,97.9,107,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S517(99.5)]",0,"ENSG00000146826"
