"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"726","SH3GL1",0.553680473006655,6.61424215314029,3.31013810646697,0.00833231125753316,0.0187304848103225,-3.47140039140645,"NONE",FALSE,"High","Master Protein","Q99961","Endophilin-A2 [OS=Homo sapiens]",0.003,2.39,2,1,2,3,1,368,41.5,5.43,6.76,1,"cell organization and biogenesis;transport;developmental processes;signal transduction","other membranes;cytosol;cytoskeleton;other cytoplasmic organelle;other cell component","other molecular function","Pf00018, Pf03114","6455","B4DRA1; E7EVZ4; hsa:6455; M0QZV5; Q99668; Q99961","ENSG00000141985","Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation; Negative regulation of MET activity; InlB-mediated entry of Listeria monocytogenes into host cell","Fragile X syndrome",6,0,65.2,72.5,61.4,84.6,120.4,99.1,111.8,164.6,171.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S287(99.3)]",0,"ENSG00000141985"
"727","LIMA1",0.293346407803802,6.62894191592417,3.30443297767604,0.00841115517138616,0.0188817128469081,-3.48107010509653,"NONE",FALSE,"High","Master Protein","Q9UHB6","LIM domain and actin-binding protein 1 [OS=Homo sapiens]",0,123.889,17,11,13,38,11,759,85.2,6.84,109.95,11,"cell organization and biogenesis;other metabolic processes;transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","Pf00412","51474","B2RB09; hsa:51474; Q2TAN7; Q59FE8; Q9BVF2; Q9H8J1; Q9HBN5; Q9NX96; Q9NXC3; Q9NXU6; Q9P0H8; Q9UHB5; Q9UHB6","ENSG00000050405",NA,NA,0,0,71.2,74.3,74.7,90.6,102.7,87.3,131.7,130.5,154.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S132(100); S225(99.2); S362(100); S369(99.7); S490(100); S609(100); S617(100); S698(100); S726(100)]",0,"ENSG00000050405"
"728","KIAA1143",0.389090133673353,6.62138423012032,3.29363352320688,0.00856251968129576,0.0191950990657619,-3.49937753389264,"NONE",FALSE,"High","Master Protein","Q96AT1","Uncharacterized protein KIAA1143 [OS=Homo sapiens]",0,8.777,9,1,1,3,1,154,17.5,6.11,7.99,1,NA,NA,NA,"Pf15377","57456","A8K0I4; hsa:57456; Q96AT1; Q96HJ8; Q9ULS7","ENSG00000163807; ENSG00000281665",NA,NA,0,0,72.7,81.3,76.9,89.8,124,108.2,104.5,126.8,123.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S146(100)]",0,"ENSG00000163807"
"729","TPI1",0.268254955374643,6.65253468161276,3.29108648514286,0.00859862718517287,0.0192496015997286,-3.50369592477468,"NONE",FALSE,"High","Master Protein","P60174","Triosephosphate isomerase [OS=Homo sapiens]",0,62.072,27,5,5,9,5,249,26.7,6.9,32.16,5,"other metabolic processes","cytosol","other molecular function","Pf00121","7167","B7Z5D8; D3DUS9; hsa:7167; P00938; P60174; Q6FHP9; Q6IS07; Q8WWD0; Q96AG5","ENSG00000111669","Glycolysis; Gluconeogenesis","Fatty acid beta-oxidation; Cori cycle; HIF1A and PPARG regulation of glycolysis; Clear cell renal cell carcinoma pathways; Aerobic glycolysis; Disorders of fructose metabolism; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders",10,0,77,75.5,82,98.9,102.7,92.8,126.1,122.4,143.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S21(100); S212(100)]",0,"ENSG00000111669"
"730","SP3",-0.53938578092116,6.54433179492625,-3.28340732928379,0.00870844381975519,0.0194687401559459,-3.51671695567661,"NONE",FALSE,"High","Master Protein","Q02447","Transcription factor Sp3 [OS=Homo sapiens]",0,15.2,5,1,1,1,1,781,81.9,5.26,5.52,1,"developmental processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00096","6670","A0AVL9; B4E2B7; hsa:6670; Q02447; Q69B26; Q69B27; Q8TD56; Q8WWU4; Q9BQR1","ENSG00000172845","SUMOylation of transcription factors","Selenium metabolism and selenoproteins; MECP2 and associated Rett syndrome; Non-genomic actions of 1,25 dihydroxyvitamin D3; Sudden infant death syndrome (SIDS) susceptibility pathways",5,0,125.3,103.9,120.4,86.8,64.7,84.6,110.7,73.4,88.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S73(100)]",0,"ENSG00000172845"
"731","SUDS3",-0.57519552696953,6.48239186848969,-3.28094175884934,0.00874400934447462,0.0195215092341759,-3.52089808400472,"NONE",FALSE,"High","Master Protein","Q9H7L9","Sin3 histone deacetylase corepressor complex component SDS3 [OS=Homo sapiens]",0,8.632,7,1,1,1,1,328,38.1,5.66,3.53,1,"cell organization and biogenesis;other biological processes","cytosol;nucleus","other molecular function","Pf08598","64426","hsa:64426; Q4KMQ5; Q8N6H0; Q9H7L9; Q9H8D2","ENSG00000111707","Ub-specific processing proteases; HDACs deacetylate histones; NoRC negatively regulates rRNA expression; Potential therapeutics for SARS",NA,4,0,130.7,114.7,107.4,68.9,63.7,99.2,66.3,91.6,93.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S234(100); S236(99)]",0,"ENSG00000111707"
"732","STUB1",-0.311337524721228,6.63235117115125,-3.27349367301461,0.00885236055590518,0.019736410419723,-3.5335298141499,"NONE",FALSE,"High","Master Protein","Q9UNE7","E3 ubiquitin-protein ligase CHIP [OS=Homo sapiens]",0,46.596,6,2,3,9,2,303,34.8,5.87,37.78,2,"protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","signal transduction activity or receptor binding;cytoskeletal activity;other molecular function","Pf04564, Pf12895, Pf18391","10273","A2IDB9; O60526; Q969U2; Q9HBT1; Q9UNE7","ENSG00000103266","Antigen processing: Ubiquitination & Proteasome degradation; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Regulation of necroptotic cell death; Downregulation of ERBB2 signaling; Regulation of TNFR1 signaling; Downregulation of TGF-beta receptor signaling","Androgen receptor signaling pathway; Parkin-ubiquitin proteasomal system pathway; HDAC6 interactions in the central nervous system",11,0,105.5,105.3,115.1,95.1,85.5,84.5,110,96.6,96.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S19(100)]",0,"ENSG00000103266"
"733","ADGRL3",0.380539367268459,6.69636856898496,3.26761506897663,0.0089388578347162,0.0199020681940748,-3.5435010181257,"NONE",FALSE,"High","Master Protein","Q9HAR2","Adhesion G protein-coupled receptor L3 [OS=Homo sapiens]",0,27.046,4,3,3,5,3,1447,161.7,6.44,12.87,3,"cell adhesion;cell organization and biogenesis;developmental processes;signal transduction","plasma membrane;other membranes;other cell component","other molecular function","Pf00002, Pf01825, Pf02140, Pf02191, Pf02354, Pf02793, Pf16489","23284","E9PE04; hsa:23284; O94867; Q9HAR2; Q9NWK5","ENSG00000150471",NA,"GPCRs, other; GPCRs, class B secretin-like",2,0,83.1,91.6,74.8,109.3,97.2,126.3,111.1,128.8,112.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1132(100); S1419(99.7)]",0,"ENSG00000150471"
"734","STK32C",-0.440208594187037,6.55968464870369,-3.2576316224169,0.00908775726454399,0.0202060216018199,-3.56043726773152,"NONE",FALSE,"High","Master Protein","Q86UX6","Serine/threonine-protein kinase 32C [OS=Homo sapiens]",0,11.955,3,1,1,4,1,486,55,6.61,3.59,1,"other metabolic processes;signal transduction",NA,"kinase activity;other molecular function","Pf00069","282974","hsa:282974; Q5T0Q5; Q86UE1; Q86UX6","ENSG00000165752",NA,NA,0,0,129.9,120.6,92.7,78,72,96.4,96.6,82.7,97.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S18(100)]",0,"ENSG00000165752"
"735","ARHGAP1",-0.284227356939382,6.63662752226999,-3.25467944559004,0.00913227637512139,0.0202773810125144,-3.56544601602602,"NONE",FALSE,"High","Master Protein","Q07960","Rho GTPase-activating protein 1 [OS=Homo sapiens]",0,17.786,5,3,3,4,3,439,50.4,6.29,12.87,3,"transport;signal transduction;other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","Pf00620, Pf13716","392","D3DQQ6; hsa:392; Q07960","ENSG00000175220","RHOA GTPase cycle; RHOB GTPase cycle; RHOC GTPase cycle; RND2 GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOQ GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOD GTPase cycle; RHOJ GTPase cycle; RHOF GTPase cycle",NA,13,0,106.7,109.5,116.4,93.9,75.6,104.9,93.7,96.7,102.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S27(100); S47(98.9); S51(99.8)]",0,"ENSG00000175220"
"736","TBC1D17",0.639462176799312,6.61741909817575,3.25381582059274,0.00914534241114176,0.0202788027377491,-3.56691131578911,"NONE",FALSE,"High","Master Protein","Q9HA65","TBC1 domain family member 17 [OS=Homo sapiens]",0,15.172,11,2,2,7,2,648,72.6,5.21,17.9,2,"other metabolic processes;transport","cytosol;other cytoplasmic organelle","enzyme regulator activity","Pf00566, Pf12068","79735","B4DT12; B9A6L8; F5H1W7; hsa:79735; Q9HA65","ENSG00000104946","TBC/RABGAPs",NA,1,0,65.3,63.1,84.9,99.8,100.7,138.5,94.1,147.7,122.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S602(99.2); T620(100)]",0,"ENSG00000104946"
"737","NCOR1",-0.277086835779487,6.5985713572978,-3.25107434592735,0.00918694689216678,0.020343415641813,-3.57156287972882,"NONE",FALSE,"High","Master Protein","O75376","Nuclear receptor corepressor 1 [OS=Homo sapiens]",0,44.076,4,6,8,10,6,2440,270,7.11,22.92,6,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00249, Pf15784","9611","B3DLF8; E9PGV6; hsa:9611; O75376; Q86YY0; Q9UPV5; Q9UQ18","ENSG00000141027","PPARA activates gene expression; Transcriptional regulation of white adipocyte differentiation; HCMV Early Events; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Heme signaling; Transcriptional activation of mitochondrial biogenesis; HDACs deacetylate histones; Activation of anterior HOX genes in hindbrain development during early embryogenesis; Nuclear Receptor transcription pathway; Cytoprotection by HMOX1; Nuclear signaling by ERBB4; Downregulation of SMAD2/3:SMAD4 transcriptional activity; NR1D1 (REV-ERBA) represses gene expression; NOTCH1 Intracellular Domain Regulates Transcription; Notch-HLH transcription pathway; Loss of MECP2 binding ability to the NCoR/SMRT complex; Regulation of MECP2 expression and activity; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis","Androgen receptor signaling pathway; Adipogenesis; Ovarian infertility; MECP2 and associated Rett syndrome; Pathways affected in adenoid cystic carcinoma; Rett syndrome; 22q11.2 copy number variation syndrome; Notch signaling pathway",30,0,117.8,109.7,112.4,90.4,103.7,94.3,91.9,90.6,83.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1322(100); S1472(100); S1977(99.4); S1980(98.4); S1981(98.4); S2120(100); S2184(100)]",0,"ENSG00000141027"
"738","LRRC4C",0.584805904508809,6.54972720947547,3.24956297964152,0.00920996673927263,0.0203667557161151,-3.57412736525259,"NONE",FALSE,"High","Master Protein","Q9HCJ2","Leucine-rich repeat-containing protein 4C [OS=Homo sapiens]",0,3.857,2,1,1,1,1,640,71.9,7.15,2.53,1,"cell adhesion;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;other cell component","other molecular function","Pf00560, Pf07679, Pf13855","57689","A8K0T1; hsa:57689; Q7L0N3; Q9HCJ2","ENSG00000148948",NA,NA,0,0,95.6,66.5,79.1,110.7,178.9,110.2,77.1,98.6,86.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S631(100)]",0,"ENSG00000148948"
"739","RFTN2",-0.337500835159492,6.59468185676157,-3.24552914797396,0.00927169835727338,0.0204755233005009,-3.58097228791342,"NONE",FALSE,"High","Master Protein","Q52LD8","Raftlin-2 [OS=Homo sapiens]",0,7.514,2,1,1,2,1,501,55.9,5.83,3.27,1,"transport;other biological processes","plasma membrane;other membranes",NA,"Pf15250","130132","hsa:130132; Q14DH4; Q2TA69; Q52LD8; Q53QE0; Q53SE1; Q96NM3","ENSG00000162944",NA,NA,0,0,113.4,117.5,107.2,92.5,67.4,107.8,93.1,91,91.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S453(99.5)]",0,"ENSG00000162944"
"740","SLC12A2",-0.427673658342605,6.53475269112416,-3.24258253455542,0.00931706132588981,0.0205451122998894,-3.58597262223061,"NONE",FALSE,"High","Master Protein","P55011","Solute carrier family 12 member 2 [OS=Homo sapiens]",0,15.2,2,1,1,1,1,1212,131.4,6.4,4.39,1,"cell-cell signaling;cell organization and biogenesis;stress response;transport;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","Pf00324, Pf03522, Pf08403","6558","hsa:6558; P55011; Q8N713; Q8WWH7","ENSG00000064651","Cation-coupled Chloride cotransporters","Polycystic kidney disease pathway",2,0,107.4,119.5,106.2,90.8,58.8,98.8,83.9,99.5,83.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S940(99.4)]",0,"ENSG00000064651"
"741","PABPC1",-1.33135593564099,6.1577818741191,-3.24108355133853,0.00934022585777562,0.0205451122998894,-3.58851645401978,"NONE",FALSE,"High","Master Protein","P11940","Polyadenylate-binding protein 1 [OS=Homo sapiens]",0,3.265,2,1,1,1,1,636,70.6,9.5,2.58,1,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity","Pf00076, Pf00658","26986","hsa:26986; P11940; Q15097; Q93004","ENSG00000070756","AUF1 (hnRNP D0) binds and destabilizes mRNA; Regulation of expression of SLITs and ROBOs; Deadenylation of mRNA; M-decay: degradation of maternal mRNAs by maternally stored factors; L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Z-decay: degradation of maternal mRNAs by zygotically expressed factors","Translation factors; Endoderm differentiation; VEGFA-VEGFR2 signaling; Acute viral myocarditis",13,0,215.9,132.1,112.5,55.1,50,60.6,80.8,42.4,53.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T319(100)]",0,"ENSG00000070756"
"742","RELCH",0.423452633422781,6.63615998635048,3.24075402575327,0.00934532613710066,0.0205451122998894,-3.58907567979004,"NONE",FALSE,"High","Master Protein","Q9P260","RAB11-binding protein RELCH [OS=Homo sapiens]",0,13.825,2,2,3,5,2,1216,134.5,5.45,6.59,2,"transport","ER/Golgi;other cytoplasmic organelle",NA,NA,"57614","hsa:57614; Q9P260","ENSG00000134444",NA,NA,0,0,78.7,79.4,79,109.7,133.6,95.5,96.3,119.4,124.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S170(100); S180(100)]",0,"ENSG00000134444"
"743","ANTXR1",-0.259455841428293,6.62869139382072,-3.24012084229815,0.00935513438556813,0.0205451122998894,-3.59015024050065,"NONE",FALSE,"High","Master Protein","Q9H6X2","Anthrax toxin receptor 1 [OS=Homo sapiens]",0,34.392,6,2,2,13,2,564,62.7,7.61,42.28,2,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","Pf00092, Pf05586, Pf05587","84168","A8K7U8; hsa:84168; J7K7G4; J7KF88; Q4ZFV6; Q53QD8; Q96P02; Q9H6X2; Q9NVP3","ENSG00000169604",NA,"Primary ovarian insufficiency",1,0,107,108.9,101,92.8,76.3,96.3,107.2,102.2,97.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S362(100); S563(100)]",0,"ENSG00000169604"
"744","ARHGEF17",0.233684627732256,6.66131708624216,3.23941026474668,0.00936615413671427,0.0205451122998894,-3.59135615789861,"NONE",FALSE,"High","Master Protein","Q96PE2","Rho guanine nucleotide exchange factor 17 [OS=Homo sapiens]",0,33.827,3,6,6,8,6,2063,221.5,6.29,21.14,6,"cell organization and biogenesis;other biological processes","cytosol","enzyme regulator activity","Pf00621, Pf19056, Pf19057","9828","B2RP20; hsa:9828; Q86XU2; Q8N2S0; Q96PE2; Q9Y4G3","ENSG00000110237","RHOC GTPase cycle; RHOA GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOB GTPase cycle",NA,5,0,84.2,90.5,87.2,102.8,103.5,115.4,104.3,114.5,110.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S79(100); S420(100); S764(100)]",0,"ENSG00000110237"
"745","HNRNPA3",0.435712053548746,6.61274609927978,3.2357101513232,0.00942375274504798,0.0206356504333687,-3.59763582071008,"NONE",FALSE,"High","Master Protein","P51991","Heterogeneous nuclear ribonucleoprotein A3 [OS=Homo sapiens]",0,23.18,6,1,1,3,1,378,39.6,9.01,8,1,"RNA metabolism OR transcription;other metabolic processes","nucleus;other cell component","nucleic acid binding activity","Pf00076","220988","D3DPF4; hsa:220988; P51991; Q53RW7; Q6URK5","ENSG00000170144","mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA",NA,2,0,90.6,86.3,84.2,106,168.8,116.1,89.4,83,101,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S358(100)]",0,"ENSG00000170144"
"746","SLC16A2",0.340997669870985,6.66280785128311,3.2351363457911,0.00943271766133152,0.0206356504333687,-3.59860968987571,"NONE",FALSE,"High","Master Protein","P36021","Monocarboxylate transporter 8 [OS=Homo sapiens]",0,22.529,2,1,1,3,1,539,59.5,5.59,10.35,1,"cell-cell signaling;other metabolic processes;transport;other biological processes","plasma membrane;other membranes","transporter activity;other molecular function",NA,"6567","hsa:6567; P36021; Q7Z797","ENSG00000147100","Transport of organic anions","Angiopoietin-like protein 8 regulatory pathway",2,0,77,72.6,81.6,116.9,89.5,92.9,124.6,130.3,134.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T80(100)]",0,"ENSG00000147100"
"747","ARHGEF40",0.287069986559754,6.65806327330327,3.23326254439945,0.00946205448640869,0.0206470400830857,-3.60178998703458,"NONE",FALSE,"High","Master Protein","Q8TER5","Rho guanine nucleotide exchange factor 40 [OS=Homo sapiens]",0,20.71,2,3,3,6,3,1519,164.6,6.15,15.61,3,"cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;other cell component","enzyme regulator activity","Pf00621","55701","A5PL07; hsa:55701; Q8TER5; Q9BWP5; Q9H7L6; Q9NTF9; Q9NW24","ENSG00000165801","RHOA GTPase cycle; RHOC GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events",NA,4,0,82.4,89.6,90.1,102.2,111.2,121,96.5,110.7,112,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S262(100); S1504(100); S1513(100)]",0,"ENSG00000165801"
